C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.15CEST22:17:00

spstring~'G' & nbref>=30
------------------------

Number of objects : 3976

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|----|----
179 |HD 208606                          |*  |21 55 20.5952865843 +61 32 30.517929936| 9.35 | 7.692| 6.125|     ~|     ~|G8Ib                 |  64|   0
180 |HD 215500                          |PM*|22 44 05.8260314148 +64 34 14.415199711|     ~|     ~|     ~| 7.1  |     ~|G8V                  |  44|   0
181 |V* V650 Cas                        |a2*|23 48 39.05246 +64 52 35.2292          |     ~| 6.527| 6.476|     ~|     ~|A0VpSrSiCrHg         |  79|   1
182 |HD 912                             |PM*|00 13 46.5321725878 +64 51 53.513235066|     ~| 8.61 | 8.09 |     ~|     ~|G0                   |  30|   0
183 |HD 225009                          |*  |00 02 36.0919674124 +66 05 56.267096926|     ~| 6.912| 5.842|     ~|     ~|G8III                |  38|   0
184 |HD 3856                            |*  |00 42 03.4199942695 +66 08 51.335147966|     ~| 6.866| 5.821|     ~|     ~|G9III-IV             |  37|   0
185 |HD 4775                            |SB*|00 50 43.6042555662 +64 14 51.282336412|     ~| 5.868| 5.362|     ~|     ~|G5III+A0V            |  84|   1
186 |HD 6474                            |s*y|01 06 59.7402267744 +63 46 23.392652492|     ~| 9.11 | 7.60 |     ~|     ~|G4Ia                 |  76|   0
187 |V* V636 Cas                        |cC*|01 32 43.2247655304 +63 35 37.698927235|     ~| 8.486| 7.176|     ~|     ~|G0Ib                 |  94|   0
188 |V* SZ Cas                          |cC*|02 27 13.7670524473 +59 27 38.174718163|     ~|11.5  | 9.60 |     ~|     ~|G5III                | 154|   0
189 |HD 13864                           |** |02 17 23.05371 +61 21 05.6877          |     ~| 9.24 | 8.91 | 8.74 |     ~|G2V                  |  44|   0
190 |HD 15069                           |PM*|02 28 20.7152250685 +62 13 08.443443139|     ~| 8.40 |     ~| 7.4  |     ~|G1V                  |  33|   0
191 |IRAS Z02229+6208                   |pA*|02 26 41.7848292289 +62 21 21.976769830|     ~|14.69 |12.00 |11.16 | 8.92 |G8-K0_0-Ia:          |  52|   0
192 |HD 15862                           |SB*|02 35 32.8241756917 +59 47 32.178992478| 9.750| 9.610|     ~| 8.5  |     ~|G5V                  |  31|   0
193 |HD 18391                           |s*y|02 59 48.7224844706 +57 39 47.671063257|10.56 | 8.83 | 6.89 |     ~|     ~|G5Ia-Ib              |  97|   0
194 |* k Per                            |PM*|03 05 32.4124981452 +56 42 20.584372303| 8.401| 5.794| 4.766|     ~|     ~|G9+IIIb              |  86|   0
195 |HD 23524                           |** |03 48 23.00324 +52 02 16.2701          |     ~| 9.66 | 9.03 | 8.96 |     ~|G5V                  |  73|   0
196 |HD 22718                           |PM*|03 41 25.6542368806 +50 49 17.645390095|10.633| 8.83 | 8.20 |     ~|     ~|G0                   |  35|   0
197 |V* XZ Per                          |Al*|04 09 27.6416725359 +46 34 00.588708182|     ~|11.58 |10.99 |     ~|     ~|G1                   |  46|   0
198 |HD 27969                           |PM*|04 26 49.4514771763 +42 54 34.146213919|     ~|     ~|     ~| 7.2  |     ~|G5                   |  30|   0
199 |BD+44 3149                         |RG*|19 29 08.4408390104 +44 38 28.450809705|     ~|10.84 |10.08 | 9.843|     ~|G9.5IV               |  30|   0
200 |HD 184401                          |PM*|19 32 14.5965136348 +45 18 38.296572485|     ~| 9.63 | 8.95 |     ~|     ~|G5                   |  38|   0
201 |BD+44 3183                         |PM*|19 35 50.5740210502 +44 52 50.020113052|     ~| 9.38 | 8.92 |     ~|     ~|G0IV                 |  47|   0
202 |HD 185351                          |PM*|19 36 37.9763032863 +44 41 41.760069923|     ~| 6.109| 5.169|     ~|     ~|G8.5IIIbFe-0.5       | 126|   0
203 |BD+43 3228                         |PM*|19 23 56.4114026497 +43 18 52.534860977|     ~|10.84 |10.15 |     ~|     ~|G0V                  |  47|   0
204 |HD 182694                          |*  |19 23 56.5007393738 +43 23 17.402931539|     ~| 6.779| 5.853|     ~|     ~|G7IIIa               |  49|   0
205 |HD 182736                          |Er*|19 24 03.3794425774 +44 56 00.735214599|     ~| 7.82 | 7.01 |     ~|     ~|G8IV                 |  60|   0
206 |KOI-1964                           |** |19 22 48.8878768934 +43 36 25.954670287|     ~|11.53 |10.80 |     ~|     ~|G5V                  |  33|   0
207 |TYC 3560-2509-1                    |Ro*|19 33 52.7747006983 +47 02 44.510122069|     ~|10.76 |10.21 |     ~|     ~|G0V                  |  37|   0
208 |HD 187582                          |Ro*|19 48 22.4076479727 +49 14 11.851311440|     ~| 9.40 | 8.71 |     ~|     ~|G3V                  |  30|   0
209 |HD 187055                          |PM*|19 45 30.3416267389 +50 46 21.842779610|     ~|     ~|     ~| 8.4  |     ~|G5                   |  31|   0
210 |HD 198300                          |PM*|20 46 35.4771023291 +59 51 09.478640179|     ~| 9.30 | 8.96 | 8.84 |     ~|G0                   |  43|   0
211 |HD 202582                          |** |21 13 42.48263 +64 24 14.2302          | 7.05 | 6.99 | 6.39 |     ~|     ~|G2IV+G2IV            |  96|   0
212 |BD+62 1916                         |PM*|21 15 05.7496117956 +62 50 28.030234308|     ~|10.27 |     ~| 9.0  |     ~|G5                   |  32|   0
213 |* omi Cep                          |** |23 18 37.49189 +68 06 41.1938          |     ~|     ~|     ~|     ~|     ~|G8.5III-IIIbFe-0.5   | 123|   0
214 |HD 218209                          |PM*|23 05 06.0911806521 +68 25 01.432968207| 8.21 | 8.13 | 7.48 | 6.94 | 6.57 |G8                   | 122|   0
215 |HD 1624                            |** |00 20 57.12035 +67 40 02.8963          |     ~| 9.18 | 8.66 | 8.42 |     ~|G5                   |  45|   0
216 |V* V966 Cas                        |BY*|01 02 57.2226974892 +69 13 37.427658063| 8.71 | 8.42 | 7.67 | 7.07 | 6.66 |G5V                  |  51|   0
217 |HD 6840                            |** |01 10 50.7349489913 +67 46 48.447799434|     ~|     ~|     ~| 6.2  |     ~|G0                   |  69|   0
218 |* 43 Cas                           |a2*|01 42 20.5260877220 +68 02 34.890569843| 5.29 | 5.52 | 5.59 |     ~|     ~|A0VpSiSrEuHgMn       | 107|   0
219 |HD 10145                           |PM*|01 41 37.7299982706 +66 54 35.792158394|     ~| 8.36 |     ~| 7.2  |     ~|G6                   | 115|   0
220 |HD 13783                           |PM*|02 16 49.2111567366 +64 57 09.391547064| 9.09 | 8.99 | 8.31 | 7.73 | 7.35 |G8V                  | 113|   0
221 |HD 18757                           |PM*|03 04 09.6344824917 +61 42 20.959343616|     ~| 7.25 |     ~| 6.2  |     ~|G1.5V                | 119|   0
222 |HD 25056                           |*  |04 01 37.3249341437 +53 51 57.375555277|     ~| 8.20 | 7.06 |     ~|     ~|G1Ib-IIa:            |  60|   0
223 |HD 24203                           |** |03 53 43.6131947148 +53 16 22.810635421|     ~|     ~|     ~| 8.75 |     ~|G0V                  |  48|   0
224 |HD 24341                           |PM*|03 54 51.1910626143 +52 25 11.509306413| 8.64 | 8.51 | 7.83 | 7.30 | 6.90 |G2V                  |  77|   0
225 |* mu. Per                          |SB*|04 14 53.8625277 +48 24 33.591168      | 5.75 | 5.12 | 4.16 | 3.38 | 2.83 |G0Ib                 | 225|   0
226 |BD+45 919                          |SB*|04 20 58.2725015627 +45 49 11.815526132|     ~|     ~|     ~| 9.6  |     ~|G5                   |  33|   0
227 |HD 28005                           |PM*|04 27 24.7040597856 +46 51 11.352952030|     ~|     ~|     ~| 6.3  |     ~|G0                   |  84|   0
228 |BD+48 2882                         |Ro*|19 21 24.640392 +48 30 53.31924        |     ~|10.27 | 9.45 | 9.36 |     ~|G1V                  |  46|   0
229 |HD 185657                          |SB*|19 37 56.7084506199 +49 17 03.817760030| 8.260| 7.480| 6.460|     ~|     ~|G6V                  |  61|   0
230 |* 16 Cyg B                         |PM*|19 41 51.9731830550 +50 31 03.086127222| 7.07 | 6.86 | 6.20 | 5.76 | 5.42 |G3V                  | 798|   1
231 |* 16 Cyg A                         |** |19 41 48.9539315338 +50 31 30.218780803| 6.79 | 6.59 | 5.95 | 5.50 | 5.17 |G1.5Vb               | 678|   1
232 |TYC 3551-149-1                     |PM*|19 27 20.4902312930 +48 57 12.008653325|     ~|10.59 | 9.85 |     ~|     ~|G5IV                 |  44|   0
233 |V* V2294 Cyg                       |EB*|19 40 29.3227378454 +50 25 52.201177465|     ~|13.7  |13.158|     ~|12.210|G0.5V                |  31|   0
234 |V* V2284 Cyg                       |EB*|19 29 55.0281271906 +48 55 00.187157645|     ~|12.6  |13.135|     ~|12.345|G0.5V                |  39|   0
235 |V* WW Cep                          |Al*|22 18 27.8359913378 +69 51 40.105377185|     ~|11.78 |10.77 |     ~|     ~|G9.5IV               |  40|   0
236 |HD 221861                          |*  |23 34 59.0404889821 +71 38 31.356374698| 9.37 | 7.64 | 5.84 |     ~|     ~|G9Ib                 |  62|   0
237 |HD 9407                            |PM*|01 34 33.2643888977 +68 56 53.288116227|     ~| 7.21 |     ~| 6.1  |     ~|G6.5V                | 132|   0
238 |HD 22764                           |*  |03 42 42.7371264810 +59 58 09.810340251| 9.32 | 7.54 | 5.78 | 4.46 | 3.44 |K3.5IIIb+G           |  49|   0
239 |BD+45 2850                         |RG*|19 11 32.5346593122 +45 31 22.605744199|     ~|10.95 |10.05 |     ~|     ~|G8III                |  30|   0
240 |TYC 3541-2345-1                    |*  |19 02 09.8975762830 +45 16 39.354722755|     ~|10.90 |10.21 |     ~|     ~|G3V                  |  31|   0
241 |HD 183298                          |PM*|19 26 22.0908800928 +50 59 14.333199265|     ~| 8.71 | 8.16 |     ~|     ~|G0.5IV               |  76|   0
242 |HD 179958                          |PM*|19 12 05.0255142222 +49 51 20.693762159|     ~| 7.22 |     ~| 6.1  |     ~|G2V                  | 122|   0
243 |HD 179957                          |PM*|19 12 04.6793135318 +49 51 13.997484571|     ~| 7.40 |     ~| 6.2  |     ~|G3V                  | 108|   0
244 |BD+49 2959                         |** |19 12 05.02501 +49 51 20.7003          |     ~| 6.52 | 5.85 |     ~|     ~|G3V+G2V              |  32|   1
245 |HD 186760                          |PM*|19 43 14.4189805792 +58 00 59.820030828|     ~| 6.871| 6.295|     ~|     ~|G0V                  |  62|   0
246 |HD 185414                          |PM*|19 35 55.5932649804 +56 59 02.081743187|     ~| 7.35 |     ~| 6.3  |     ~|G0                   |  56|   0
247 |HD 187748                          |PM*|19 48 15.4485994563 +59 25 22.443941284|     ~| 7.22 | 6.64 |     ~|     ~|G0                   |  36|   0
248 |HD 204521                          |PM*|21 25 16.7970673436 +70 28 39.141230417|     ~| 7.87 | 7.29 |     ~|     ~|G0V_Fe-0.8           |  47|   0
249 |* 80 Dra                           |*  |22 10 15.2987854541 +72 06 40.550044597|     ~| 6.297| 6.346|     ~|     ~|A0VpHgSrSi           |  55|   0
250 |V* VZ Cep                          |Al*|21 50 11.1353162769 +71 26 38.246134411|     ~|10.19 | 9.72 |     ~|     ~|F3+G4                |  43|   0
251 |HD 211300                          |*  |22 12 52.7639048101 +73 18 25.896306843|     ~| 7.084| 6.082|     ~|     ~|G8III                |  35|   0
252 |* 24 Cep                           |*  |22 09 48.4301031184 +72 20 28.342095288|     ~| 5.707| 4.786|     ~|     ~|G7II-III             |  95|   0
253 |* pi. Cep                          |SB*|23 07 53.85377 +75 23 14.9951          | 5.67 | 5.21 | 4.41 |     ~|     ~|G2III                | 170|   0
254 |* 40 Cas                           |V* |01 38 30.9177488065 +73 02 24.133204834|     ~| 6.256| 5.281|     ~|     ~|G7III-IIIb           |  66|   0
255 |BD+66 268                          |PM*|03 31 17.4003372547 +66 43 49.024023927|10.48 |10.57 | 9.91 | 9.30 | 8.87 |G0                   | 159|   0
256 |HD 23089                           |** |03 46 02.3300295691 +63 20 42.214114418|     ~| 5.559| 4.810|     ~|     ~|G2Ib/II+B7III/IV     |  79|   0
257 |HD 24409                           |** |03 56 11.5681710264 +59 38 31.316415961|     ~|     ~|     ~| 6.1  |     ~|G3V                  |  46|   0
258 |V* RX Cam                          |cC*|04 04 58.4642958819 +58 39 35.218272520|     ~| 8.85 | 7.70 |     ~| 6.233|G2Ib+A0V             | 179|   0
259 |HD 25877                           |*  |04 09 27.5711460625 +59 54 29.053860579|     ~| 7.407| 6.295|     ~|     ~|G7II                 |  50|   0
260 |V* TW Cam                          |pA*|04 20 47.6362030815 +57 26 28.517663334|12.12 |11.42 |10.08 | 9.29 |     ~|G8Ib                 |  63|   0
261 |* 3 Cam                            |SB*|04 39 54.6799466629 +53 04 46.317734033|     ~| 6.158| 5.073|     ~|     ~|G9III                |  91|   0
262 |BD+50 1021                         |PM*|04 38 07.8368842866 +51 10 12.509116963|     ~|     ~|     ~| 9.9  |     ~|G8:V:                |  30|   0
263 |HD 30557                           |PM*|04 51 09.3230697623 +48 44 26.363703832|     ~| 6.646| 5.643|     ~|     ~|G9III                |  42|   0
264 |BD+45 983                          |PM*|04 47 18.3723711335 +45 59 10.520676565|     ~|11.04 |     ~| 9.6  |     ~|G8:V:                |  36|   0
265 |HD 30649                           |PM*|04 51 43.5714471304 +45 50 02.842355226| 7.59 | 7.55 | 6.97 | 6.45 | 6.10 |G2                   | 213|   0
266 |BD+45 2796                         |PM*|18 56 21.2644967292 +45 30 53.232987726|     ~| 9.80 | 9.29 |     ~|     ~|G0.5IV               |  67|   0
267 |Kepler-62                          |Ro*|18 52 51.0518996853 +45 20 59.400075457|     ~|14.4  |13.8  |     ~|     ~|G5                   | 100|   1
268 |HD 176465                          |** |18 58 03.46393 +47 11 30.6471          |     ~| 8.7  | 8.1  |     ~|     ~|G4V                  |  45|   0
269 |Kepler-1                           |Er*|19 07 14.0379171930 +49 18 59.090895318|     ~|11.85 |11.25 |     ~|     ~|G0V                  | 153|   2
270 |* kap Cyg                          |PM*|19 17 06.1686516 +53 22 06.453375      | 5.47 | 4.73 | 3.76 | 3.13 | 2.66 |G9III                | 196|   0
271 |* 53 Dra                           |PM*|19 11 40.5799984695 +56 51 33.161339527|     ~| 6.131| 5.125|     ~|     ~|G8III                |  60|   0
272 |HD 184601                          |PM*|19 31 44.5700514163 +60 51 51.056072296|     ~| 8.75 | 8.28 |     ~|     ~|G0                   |  30|   0
273 |HD 193664                          |PM*|20 17 31.3282807419 +66 51 13.281593047|     ~| 6.51 |     ~| 5.6  |     ~|G3V                  | 177|   0
274 |HD 199019                          |PM*|20 49 29.3403508983 +71 46 29.231581560|     ~|     ~|     ~| 7.7  |     ~|G5                   |  36|   0
275 |BD+75 839                          |** |22 35 52.6308240770 +76 29 32.568422416|     ~|     ~|     ~| 9.1  |     ~|G0wl                 |  36|   0
276 |HD 4075                            |PM*|00 45 04.6775312540 +75 56 16.065856418|     ~| 7.94 |     ~| 6.7  |     ~|G8                   |  42|   0
277 |* 49 Cas                           |*  |02 05 31.5479263887 +76 06 54.214775743|     ~| 6.17 | 5.22 |     ~|     ~|G8III                |  43|   0
278 |HD 15920                           |*  |02 38 02.0309703169 +72 49 05.710620879|     ~| 6.063| 5.166|     ~|     ~|G8III                |  68|   0
279 |HD 17156                           |PM*|02 49 44.4866941172 +71 45 11.632197644|     ~| 8.78 | 8.16 |     ~|     ~|G0                   | 145|   2
280 |HD 17785                           |** |02 56 11.40364 +72 53 10.0033          |     ~| 8.93 | 8.52 | 8.39 |     ~|G0                   |  35|   0
281 |HD 20039                           |SB*|03 18 38.4963249803 +72 16 30.444784368|     ~|     ~|     ~| 8.4  |     ~|G6                   |  50|   0
282 |HD 31487                           |SB*|04 59 03.7288656602 +51 56 32.070674579|     ~| 9.47 | 8.12 |     ~|     ~|G8IIIBa3             |  45|   0
283 |HD 173399                          |*  |18 42 55.4129012349 +44 55 30.899530148|     ~| 8.02 | 7.19 |     ~|     ~|G5IV                 |  43|   0
284 |BD+47 2683                         |*  |18 43 42.4230070169 +47 56 16.007259287|     ~| 9.85 | 9.26 |     ~|     ~|G0V                  |  55|   0
285 |V* HP Dra                          |Al*|18 54 53.4808850389 +51 18 29.789227857|     ~| 8.54 | 7.93 |     ~|     ~|G5                   |  33|   0
286 |HD 175535                          |SB*|18 53 13.5547782565 +50 42 29.784513125|     ~| 5.82 | 4.92 |     ~|     ~|G7IIIaFe-1           |  76|   0
287 |HD 175225                          |PM*|18 51 34.9220457822 +52 58 30.251981548|     ~| 6.35 |     ~| 5.0  |     ~|G9IVa                | 105|   0
288 |* 49 Dra                           |*  |19 00 43.4557721422 +55 39 29.879760052|     ~| 6.368| 5.513|     ~|     ~|G6IIbFe-0.5          |  51|   0
289 |HD 199476                          |PM*|20 51 44.9430360292 +74 46 49.176281710| 8.64 | 8.51 | 7.81 | 7.25 | 6.86 |G8                   |  91|   0
290 |HD 204426                          |PM*|21 22 41.6720382075 +76 33 18.192490679|     ~|     ~|     ~| 6.5  |     ~|G0                   |  30|   0
291 |V* VW Cep                          |EB*|20 37 21.6248469581 +75 36 01.889162699|     ~| 8.13 |     ~| 7.0  |     ~|G8V+K0V              | 523|   0
292 |HD 220140                          |RS*|23 19 26.6384866318 +79 00 12.671002116|     ~| 8.43 | 7.54 | 7.17 | 6.76 |G9V                  | 127|   0
293 |V* GW Cep                          |EB*|01 45 58.6221078692 +80 04 55.325040324|     ~|11.72 |11.21 |     ~|     ~|G3                   |  60|   0
294 |HD 21910                           |PM*|03 38 36.3853983818 +74 44 16.760938883|     ~| 8.52 | 7.52 |     ~|     ~|G8III-IV             |  33|   0
295 |HD 27022                           |*  |04 20 40.3249776693 +65 08 25.591905111| 6.55 | 6.08 | 5.27 | 4.63 | 4.20 |G4III                | 146|   0
296 |V* CK Cam                          |cC*|05 06 31.6431013079 +55 21 12.703126896|     ~| 8.56 | 7.59 |     ~|     ~|G5                   |  45|   0
