C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.16CEST00:02:29

spstring~'M' & nbref>=30
------------------------

Number of objects : 3588

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |      spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|----------------------|----|----
165 |V* VV Cep                          |Al*|21 56 39.1438495 +63 37 32.017439      | 7.03 | 6.65 | 4.90 | 3.19 | 1.85 |M2epIa-Iab+B8:eV      | 428|   1
166 |* 18 Cep                           |LP?|22 03 52.9776153163 +63 07 11.710413735|     ~| 6.767| 5.300|     ~|     ~|M5III                 |  50|   0
167 |* ksi Cep                          |** |22 03 47.45499 +64 37 40.7128          | 4.72 | 4.63 | 4.29 | 3.97 | 3.84 |Am+F7/8V              | 167|   0
168 |BD+65 1846                         |PM*|23 04 30.2085440610 +66 45 51.783766565|     ~|11.265| 9.838| 9.50 |     ~|M0.5Ve                |  48|   0
169 |Ross 676                           |Er*|23 43 59.4947754840 +64 44 28.933190433|     ~|     ~|     ~|10.7  |     ~|M0.4+M2.1             |  33|   0
170 |BD+66 34                           |** |00 32 29.43301 +67 14 08.4138          |     ~|     ~|     ~|     ~|     ~|M2V+M3V               | 112|   1
171 |BD+66 34B                          |PM*|00 32 29.5861214852 +67 14 03.810069263|     ~|14.2  |12.19 |11.0  |     ~|M3V                   |  48|   1
172 |G 244-47                           |PM*|02 01 35.3406953145 +63 46 11.995703079|     ~|     ~|     ~|10.630|     ~|M2.5Ve                |  47|   0
173 |G 244-37                           |PM*|01 51 51.1324314626 +64 26 05.922097987|     ~|     ~|     ~|11.036|     ~|M2.5Ve                |  35|   0
174 |HD 12208                           |LP*|02 01 59.0487929138 +61 54 18.140066079|     ~| 9.092| 7.511| 7.91 |     ~|M3/4III               |  43|   0
175 |WeBo 1                             |PN |02 40 14.3687650451 +61 09 16.782287585|     ~|16.25 |14.45 |     ~|     ~|K0III:pBa5CaIIem      |  32|   1
176 |IRC +60091                         |V* |02 27 23.9883290455 +60 40 47.832386050|     ~|15.11 |11.64 |10.57 |     ~|M1Ib                  |  39|   2
177 |V* GP Cas                          |s*r|02 39 50.4398942442 +59 35 51.303381589|16.80 |14.21 |11.50 |     ~|     ~|M2Iab                 |  64|   0
178 |HD 17581                           |SB*|02 51 45.8798787922 +58 18 51.461851254|     ~| 6.555| 6.443|     ~|     ~|A1m                   |  51|   0
179 |V* V648 Cas                        |s*r|02 51 03.9484484442 +57 51 19.923645406|14.78 |12.11 | 9.38 | 6.83 | 4.76 |M2Ia                  |  52|   0
180 |V* IO Per                          |s*r|03 06 47.2668851718 +55 43 59.354109064|     ~|     ~|     ~|     ~|     ~|M2Iab                 |  34|   0
181 |HD 232820                          |C* |03 41 29.5964469751 +51 30 11.731294715|     ~|12.14 | 8.140|     ~|     ~|C5,5_MS4              |  64|   0
182 |V* AF Cyg                          |LP*|19 30 12.8540676680 +46 08 52.078176331|     ~| 8.50 | 7.18 |     ~|     ~|M5III                 |  86|   0
183 |V* TU Cyg                          |Mi*|19 46 10.6649325765 +49 04 24.561237071|     ~|     ~|12.335|     ~| 8.185|M5.5e:                |  46|   0
184 |V* RT Cyg                          |Mi*|19 43 37.7661093885 +48 46 41.335316200|     ~| 9.73 | 8.45 |     ~| 6.694|M2-7e                 | 129|   0
185 |HD 187372                          |SB*|19 47 26.8293209012 +47 54 27.263492149| 9.75 | 7.76 | 6.12 |     ~|     ~|M1III                 |  33|   0
186 |Wolf 1069                          |PM*|20 26 05.3020428334 +58 34 22.679368299|     ~|15.83 |     ~|13.811|     ~|M4.95                 |  48|   0
187 |BD+56 2471                         |Ro*|20 41 28.1608758258 +57 25 47.269287046|     ~|11.63 |     ~| 9.774|     ~|M1V                   |  32|   0
188 |HD 199305                          |PM*|20 53 19.7890710784 +62 09 15.813717444|     ~|10.459|     ~| 7.7  |     ~|M1.0Ve                | 183|   0
189 |V* SW Cep                          |LP*|21 25 45.9184367578 +62 34 26.431767346|15.40 |13.16 |10.80 |     ~|     ~|M5                    |  40|   0
190 |BD+65 1664                         |** |21 51 37.24558 +65 45 09.7674          | 6.740| 6.640| 6.380|     ~|     ~|A1m                   |  37|   0
191 |V* V350 Cep                        |Or*|21 42 59.9905283553 +66 11 27.898111643|     ~|17.24 |16.20 |15.23 |14.11 |M2                    |  54|   0
192 |G 241-76                           |** |00 13 15.83459 +69 19 36.7692          |     ~|     ~|12.49 |14.7  |     ~|M4                    |  35|   0
193 |GJ 21                              |PM*|00 26 52.7020266762 +70 08 32.718092385|     ~|11.8  |     ~|10.075|     ~|M1.0Ve                |  40|   0
194 |V* V524 Cas                        |Mi*|00 46 00.1366592792 +69 10 53.636837124|     ~|     ~|     ~|     ~|     ~|M8III                 |  40|   0
195 |* 43 Cas                           |a2*|01 42 20.5260877220 +68 02 34.890569843| 5.29 | 5.52 | 5.59 |     ~|     ~|A0VpSiSrEuHgMn        | 107|   0
196 |V* V656 Cas                        |Mi*|02 35 44.6722632710 +65 08 58.930707399|     ~|     ~|     ~|     ~|     ~|M9.5III               |  59|   0
197 |G 246-22                           |PM*|03 04 43.4429380657 +61 44 08.856701690|     ~|13.9  |     ~|12.3  |     ~|M2.5V                 |  36|   0
198 |BD+60 637                          |** |03 11 56.8595632205 +61 31 13.297188269|     ~|11.4  |10.052| 9.599|     ~|M0.0Ve                |  33|   0
199 |V* V704 Cas                        |LP*|03 07 40.5103237491 +60 29 22.128241046|14.30 |11.68 | 8.90 | 6.54 | 4.73 |M1Iab                 |  38|   0
200 |Ross 370                           |** |03 16 13.81418 +58 10 02.5796          |     ~|11.96 |10.53 |     ~|     ~|M0V                   |  48|   0
201 |HIP 17248                          |PM*|03 41 37.2770784530 +55 13 06.829383692|15.431|     ~|     ~|10.794|     ~|M0.0V                 |  37|   0
202 |Ross 23                            |PM*|03 56 47.3993665960 +53 33 36.798790387|     ~|12.29 |     ~|10.572|     ~|M1.5Ve                |  42|   0
203 |HD 24421                           |PM*|03 55 37.0793465692 +52 13 36.554626062| 9.036| 7.30 |     ~| 6.5  |     ~|F8VmF1                |  61|   0
204 |Ross 29                            |** |04 13 10.129488 +50 31 41.38500        |     ~|15.20 |13.47 |13.23 |     ~|M3.5                  |  37|   0
205 |V* V1743 Cyg                       |LP*|19 33 41.6056609174 +49 15 44.345568203| 9.37 | 7.60 | 5.96 |     ~|     ~|M4.5III               |  74|   0
206 |KOI-977                            |RG*|19 30 52.7109623343 +48 51 07.268183669|     ~|11.84 |10.78 |     ~|     ~|M1III                 |  34|   0
207 |V* CN Cyg                          |Mi*|20 17 53.6482699281 +59 47 33.621473351|     ~|11.87 |10.87 |     ~|     ~|M4.5-6e               |  38|   1
208 |G 230-42                           |PM*|20 33 40.3195498955 +61 45 13.587619474|     ~|14.03 |     ~|11.2  |     ~|M4.0Ve                |  38|   0
209 |Ross 318                           |Er*|01 02 32.2350866427 +71 40 47.334297514|     ~|11.736|     ~| 9.1  |     ~|M3.0Ve                | 127|   0
210 |HD 24141                           |** |03 53 43.2850800365 +57 58 30.531198337| 7.92 | 5.967| 5.786|     ~|     ~|kA3hF0mF0             |  70|   0
211 |Ross 28                            |** |04 12 58.8326322803 +52 36 42.021350887|     ~|15.0  |     ~|13.203|     ~|M4.0Ve                |  45|   0
212 |V* MV Lyr                          |No*|19 07 16.2886975947 +44 01 07.867270712|     ~|12.18 |12.843|     ~|12.578|M5Ve                  | 251|   0
213 |V* SS Lyr                          |Mi*|19 13 15.5213309166 +46 58 55.811026641|     ~|12.86 |11.71 |     ~|     ~|M5IIIe                |  31|   0
214 |G 205-57                           |Al*|19 10 14.284032 +46 57 24.10632        |     ~|14.93 |13.38 |13.01 |     ~|M+M                   |  51|   0
215 |V* CH Cyg                          |Sy*|19 24 33.0697620341 +50 14 29.057625755| 8.14 | 8.77 | 7.08 |     ~| 5.345|M7IIIab+Be            | 742|   0
216 |V* V1351 Cyg                       |LP*|19 42 04.1466429322 +55 27 47.599491223| 9.65 | 8.09 | 6.48 |     ~|     ~|M5III                 |  46|   0
217 |G 262-15                           |PM*|20 30 32.0455058633 +65 26 58.410103877|     ~|12.00 |     ~|10.124|     ~|M3V                   | 131|   0
218 |V* T Cep                           |Mi*|21 09 31.7832206157 +68 29 27.190142015| 9.15 | 8.82 | 7.33 |     ~|     ~|M6-9e                 | 364|   0
219 |HD 224890                          |SB*|00 01 39.4570468678 +73 36 42.646679315|     ~| 6.681| 6.492|     ~|     ~|kA1hA7mF0             |  38|   0
220 |V* CQ Cam                          |LP*|03 24 40.5563686966 +64 35 09.587610453| 9.53 | 7.24 | 5.19 | 3.61 | 2.38 |M0II                  |  76|   0
221 |HD 232979                          |Er*|04 37 40.9307425963 +52 53 37.011042661|     ~|10.006| 8.648| 8.750|     ~|M0.5V                 | 148|   0
222 |* e Dra                            |*  |20 01 28.5441337099 +64 49 15.494753889| 8.64 | 6.83 | 5.27 |     ~|     ~|M1III                 |  44|   0
223 |V* AC Dra                          |LP*|20 20 06.0087366824 +68 52 49.140595314|     ~| 7.14 | 5.55 |     ~|     ~|M4.5-M5III            |  46|   0
224 |G 263-10                           |PM*|21 58 24.5154485777 +75 35 20.606796372|     ~|     ~|     ~|10.163|     ~|M1V                   |  64|   0
225 |IRAS 22376+7455                    |TT*|22 38 42.5049825172 +75 11 45.482133719|     ~|17.65 |16.10 |14.90 |13.62 |M1.5                  |  47|   0
226 |G 242-51                           |PM*|00 23 28.8272613426 +77 11 21.451816548|     ~|11.304|     ~|10.7  |     ~|M2.5V                 |  48|   0
227 |LP 54-19                           |SB*|03 37 14.0814772871 +69 10 49.778858465|     ~|15.5  |     ~|13.991|     ~|M3.8+M4.4             |  47|   0
228 |V* BE Cam                          |LP*|03 49 31.2774211916 +65 31 33.556745782| 8.49 | 6.36 | 4.48 | 2.77 | 1.35 |M2II                  | 103|   0
229 |HD 25425                           |*  |04 06 38.8415332098 +65 31 14.876571529|     ~| 6.294| 6.131|     ~|     ~|A3m                   |  41|   0
230 |G 247-15                           |Er*|04 12 17.0148079435 +64 43 55.625354226|     ~|15.1  |     ~|13.381|     ~|M4                    |  30|   0
231 |HD 27245                           |PM*|04 21 47.6484162288 +60 44 08.250621774|     ~| 6.896| 5.398|     ~|     ~|M0III                 |  30|   0
232 |V* RV Cam                          |LP*|04 30 41.6809944120 +57 24 42.303400198|     ~| 9.65 | 8.20 |     ~|     ~|M4II-III              |  53|   0
233 |G 175-34A                          |PM*|04 31 11.518104 +58 58 37.46100        |     ~|     ~|10.98 |     ~|     ~|M4.0Ve                |  91|   0
234 |* 4 Cam                            |** |04 48 00.2736206740 +56 45 25.840991742|     ~| 5.519| 5.275| 5.1  | 5.08 |A3m                   |  75|   0
235 |G 191-15                           |Ro*|04 58 45.9906833818 +50 56 37.765807469|     ~|12.39 |     ~|10.1  |     ~|M1.0Ve                |  48|   0
236 |BD+49 1280                         |PM*|04 58 50.5747915458 +49 50 57.433438137|     ~|11.6  |     ~| 9.373|     ~|M0.0Ve                |  61|   0
237 |BD+45 2743                         |PM*|18 35 18.3905783079 +45 44 38.536570500|     ~|11.26 | 9.830| 9.400| 8    |M0.5V                 | 104|   0
238 |BD+45 2743B                        |PM*|18 35 27.2883134571 +45 45 40.945788070|     ~|14.62 |     ~|12.671|     ~|M2.5V                 |  52|   0
239 |G 205-38                           |PM*|18 50 45.2534019872 +47 58 19.220512144|     ~|13.5  |     ~|12.140|     ~|M3.5Ve                |  30|   0
240 |LP 141-1                           |LM*|18 45 52.2452564851 +52 27 40.623179319|     ~|16.72 |14.96 |14.67 |     ~|d/sdM4                |  43|   0
241 |V* UU Dra                          |AB*|20 24 03.5570402053 +75 15 13.589177960|     ~|10.59 | 9.32 |     ~|     ~|M8III                 |  37|   0
242 |V* EI Cep                          |Al*|21 28 28.2054637198 +76 24 12.583727867|     ~| 7.94 | 7.61 |     ~|     ~|F3V+F1m               | 120|   0
243 |* rho01 Cep                        |** |22 26 42.4317442876 +78 47 09.134285811| 6.120| 6.000| 5.840|     ~|     ~|A2Vm                  |  35|   0
244 |V* Y Cep                           |Mi*|00 38 22.8831744754 +80 21 24.960695013|     ~| 8.3  |     ~|     ~|     ~|M5e:                  |  43|   0
245 |G 242-48                           |Er*|00 13 38.7121759050 +80 39 56.841311586|     ~|     ~|     ~|10.681|     ~|M1.5V                 |  51|   0
246 |HD 12881                           |SB*|02 12 29.3288601406 +79 41 35.870637676|     ~| 7.406| 7.118|     ~|     ~|kA3hA7mF2+kA3hA7mF2   |  33|   0
247 |G 245-65                           |PM*|03 09 04.4781651083 +76 02 28.185036163|     ~|11.15 |     ~| 9.374|     ~|M0V                   |  36|   0
248 |HD 23277                           |SB*|03 49 13.7382975824 +70 52 15.786177055|     ~| 5.489| 5.391|     ~|     ~|kA2hA6VmA7            |  56|   0
249 |HD 24164                           |PM*|03 56 30.2442307526 +71 49 17.829138919| 6.600| 6.600| 6.300|     ~|     ~|A5m                   |  38|   0
250 |V* TX Cam                          |Mi*|05 00 51.1569959503 +56 10 54.093107078|     ~|     ~|     ~|14.02 |     ~|M9-9.5                | 332|   0
251 |BD+52 911                          |PM*|05 03 23.9014100324 +53 07 42.487841299|     ~|11.789|10.059| 9.08 | 8.11 |M0.5Ve                |  82|   0
252 |IRC +50137                         |Mi*|05 11 19.4489549676 +52 52 33.222548186|     ~|     ~|     ~|     ~|     ~|M10                   | 171|   0
253 |HD 34533                           |SB*|05 20 39.1618455543 +46 57 49.610958521|     ~| 7.128| 6.547|     ~|     ~|G9III+A2m?            |  32|   0
254 |G 96-29                            |PM*|05 17 23.8621692522 +45 50 22.927563292|     ~|     ~|     ~| 9.70 |     ~|M2.5V                 |  62|   0
255 |* c Dra                            |SB*|18 42 37.9530997 +55 32 22.043388      |     ~| 4.943| 5.026|     ~|     ~|A0IIIpHgMn            | 172|   0
256 |HD 173740                          |PM*|18 42 46.8942178098 +59 37 36.723092516|     ~|11.705|     ~| 8.9  |     ~|M3.5V                 | 293|   1
257 |HD 173739                          |PM*|18 42 46.7048533410 +59 37 49.411785651|     ~|10.782|     ~| 8.1  |     ~|M3V                   | 335|   1
258 |V* U Dra                           |Mi*|19 10 00.7458620291 +67 16 36.426633650|     ~|     ~|     ~|     ~|     ~|M6.5e                 |  45|   0
259 |V* YZ Dra                          |Mi*|19 23 45.1882877036 +71 41 13.753930107|     ~|11.00 |     ~|     ~|     ~|M8e                   |  31|   0
260 |BD+71 8595                         |PM*|19 39 32.8685036924 +71 52 19.159432107|     ~|12.42 |     ~|10.466|     ~|M0.5Ve                |  33|   0
261 |* 69 Dra                           |PM*|19 59 36.6259870259 +76 28 53.010139139| 9.70 | 7.81 | 6.20 |     ~|     ~|M3III                 |  36|   0
262 |V* RR Cep                          |Mi*|02 43 15.5035607849 +81 08 09.729855660|     ~|     ~|     ~|     ~|     ~|M6e                   |  33|   2
263 |G 245-71                           |PM*|03 21 21.7794053122 +79 58 02.154836577|     ~|     ~|     ~|10.2  |     ~|M2.0Ve                |  51|   0
264 |HD 18438                           |*  |03 06 07.8391765913 +79 25 06.721309149|     ~| 7.05 | 5.49 |     ~|     ~|M2.5III               |  35|   1
265 |HD 28204                           |SB*|04 33 30.6796164521 +72 31 42.985846438|     ~| 6.213| 5.928|     ~|     ~|A8m                   |  42|   0
266 |HD 30442                           |PM*|04 52 05.2198786142 +63 30 19.528785305|     ~| 6.969| 5.467|     ~|     ~|M2III                 |  31|   0
267 |V* R Aur                           |S* |05 17 17.6843537275 +53 35 10.022023539|     ~| 7.8  | 6.5  |     ~|     ~|M6.5-8.5e             | 218|   0
268 |G 96-45                            |** |05 33 19.1553936730 +44 48 58.940006766|     ~|13.79 |     ~|11.801|     ~|M3V                   |  42|   0
269 |BD+45 2688                         |Ro*|18 16 31.0863658603 +45 33 28.272008894|     ~|11.74 |     ~| 9.767|     ~|M0V                   |  46|   0
270 |HD 169305                          |PM*|18 21 32.6633712 +49 07 17.735643      | 8.65 | 6.71 | 5.05 |     ~|     ~|M2III                 |  54|   0
271 |V* AM Her                          |AM*|18 16 13.2546541781 +49 52 04.759861155|     ~|     ~|12.30 |     ~|     ~|M4.5                  | 912|   0
272 |V* EY Dra                          |BY*|18 16 16.7813769184 +54 10 21.761728162|     ~|13.69 |11.84 |     ~|     ~|dM1.5e                |  67|   0
273 |HD 169885                          |*  |18 23 47.9785342892 +53 18 03.006994410|     ~| 6.512| 6.352|     ~|     ~|A3m                   |  39|   0
274 |G 227-29                           |PM*|18 22 27.14136 +62 03 01.9512          |     ~|14.8  |     ~|12.2  |     ~|M4.0V                 |  64|   0
275 |HD 171653                          |SB*|18 31 14.8969794273 +65 26 09.680851137| 7.060| 6.930| 6.600|     ~|     ~|A8m                   |  41|   0
276 |V* X Cep                           |Mi*|20 56 10.1197945496 +83 03 25.345822065|     ~|     ~|     ~|     ~|     ~|M4e                   |  47|   0
277 |V* SS Cep                          |LP*|03 49 30.0055783284 +80 19 20.925193246|     ~| 8.37 | 7.16 |     ~|     ~|M5III                 |  51|   0
278 |V* X Cam                           |Mi*|04 45 42.1946348983 +75 06 03.459518238|     ~|11.14 |10.15 |     ~|     ~|M2-6e                 |  85|   0
279 |* 17 Cam                           |V* |05 30 10.2021538615 +63 04 01.997335396|     ~| 7.092| 5.407|     ~|     ~|M1III                 |  38|   0
280 |IRC +60154                         |OH*|05 19 52.1463197882 +63 15 54.958140641|     ~|     ~|     ~|16.24 |     ~|M9                    |  61|   0
281 |HD 36678                           |V* |05 36 35.2185777463 +54 25 43.163793804|     ~| 7.363| 5.716|     ~|     ~|M0III                 |  35|   0
282 |HD 233153                          |PM*|05 41 30.7305969608 +53 29 23.290085020|     ~|11.31 |     ~| 9.343|     ~|M1.0V                 | 152|   0
283 |G 191-45                           |PM*|05 34 08.6634642422 +51 12 56.366607272|     ~|12.35 |11.069|10.593|     ~|M1.0Ve                |  32|   0
284 |V* DQ Her                          |No*|18 07 30.2510755201 +45 51 32.564649735|     ~|12.99 |15.16 |11.46 |     ~|M3+Ve                 | 963|   1
285 |G 227-22                           |PM*|18 02 16.6046894780 +64 15 44.238912144|     ~|14.74 |     ~|13.010|     ~|M5.0V                 |  53|   0
286 |G 258-33                           |Er*|18 18 57.2324145507 +66 11 33.301424583|     ~|15.29 |     ~|13.096|     ~|M4.5V                 |  70|   0
287 |V* W Dra                           |Mi*|18 05 34.6339258725 +65 57 21.591651268|     ~|     ~|     ~|     ~|     ~|M3-4                  |  63|   0
288 |LP 25-2                            |Er*|18 35 51.8097853118 +80 05 39.578325311|     ~|14.2  |     ~|12.823|     ~|M4.0V                 |  44|   0
289 |HD 36384                           |V* |05 39 43.7068278683 +75 02 37.949351724|     ~| 7.763| 6.170|     ~|     ~|M0III                 |  32|   0
290 |IRC +70066                         |Mi*|05 46 44.3250774318 +69 58 24.408023024|     ~|     ~|     ~|     ~|     ~|M9.5                  |  76|   0
291 |G 192-12                           |Er*|05 59 55.6847037991 +58 34 15.211548971|     ~|15.24 |     ~|13.23 |     ~|M4.2V                 |  37|   0
292 |G 192-11                           |Ro*|05 59 37.7518886225 +58 35 34.845182203|     ~|     ~|     ~| 9.81 |     ~|M0.0V                 |  52|   1
293 |* 34 Cam                           |PM*|05 59 45.8234914549 +55 19 15.080982496|     ~| 6.719| 6.410|     ~|     ~|A5m                   |  30|   0
294 |* pi. Aur                          |LP*|05 59 56.0982950011 +45 56 12.276134867| 7.80 | 5.97 | 4.25 | 2.56 | 1.08 |M3IIb                 | 159|   0
